file,label,duration_sec,rms_mean,rms_std,zcr_mean,centroid_mean,bandwidth_mean,rolloff_mean,flatness_mean,onset_strength_mean,onset_strength_std,onset_count,low_band_ratio,mid_band_ratio,high_band_ratio,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std
C:\Users\dunnm\Downloads\Drum Sounds\90s MPC Sample Pack\90's MPC Sample Pack\Hats\Hi Hat 1.wav,hihat,0.16253968253968254,0.059387292712926865,0.04985646903514862,0.29669189453125,4090.3435230700916,2252.799070708518,6555.5145263671875,0.10675221681594849,0.28300169110298157,0.7382445335388184,1.0,0.26113339810532243,0.5101555709804232,0.22871102771589144,-149.2406768798828,134.3515167236328,-0.7821478843688965,14.44503116607666,-33.75177001953125,7.516777038574219,16.177902221679688,2.027125835418701,-12.780927658081055,3.9197998046875,18.659225463867188,9.175954818725586,-8.343318939208984,5.665719985961914,9.084447860717773,4.162586688995361,-8.718693733215332,5.247681617736816,-0.2840604782104492,3.721153736114502,2.174220085144043,3.7586474418640137,7.85410213470459,3.018890142440796,-3.031871795654297,4.125988960266113
C:\Users\dunnm\Downloads\Drum Sounds\90s MPC Sample Pack\90's MPC Sample Pack\Hats\Hi Hat 10.wav,hihat,0.13931972789115646,0.022631380707025528,0.018262844532728195,0.41357421875,6033.33655189531,2428.2566364803383,8873.2177734375,0.162761852145195,0.32697513699531555,0.7694992423057556,1.0,0.10697930282171002,0.10876645859854027,0.7842542236647195,-281.9844665527344,118.2614517211914,-55.9665412902832,33.49415969848633,15.617756843566895,9.890256881713867,18.827312469482422,4.939947128295898,-1.812842607498169,3.3796300888061523,18.521020889282227,1.4288716316223145,6.390875816345215,2.308072566986084,1.8095617294311523,1.6593695878982544,-1.8636990785598755,3.464351177215576,0.7261632680892944,3.0018153190612793,-3.445720911026001,6.058271884918213,0.7798224687576294,1.9199360609054565,-2.331150770187378,1.2235134840011597
C:\Users\dunnm\Downloads\Drum Sounds\90s MPC Sample Pack\90's MPC Sample Pack\Hats\Hi Hat 11.wav,hihat,0.13931972789115646,0.00907361600548029,0.0062050470151007175,0.3018275669642857,4736.287887651973,2843.29760098171,8111.865234375,0.20772375166416168,0.5606619715690613,1.293717622756958,1.0,0.5000625136749299,0.26359636299099254,0.23634110787730692,-265.79473876953125,119.91716003417969,-2.358163595199585,7.1866679191589355,12.107937812805176,10.324906349182129,27.199581146240234,8.429794311523438,-6.136789798736572,3.6218161582946777,4.6168084144592285,4.174365520477295,8.265353202819824,6.656113147735596,9.4570894241333,2.888357162475586,10.658318519592285,0.7547553181648254,3.9938442707061768,2.018387794494629,-1.9343079328536987,1.6595262289047241,-0.9041194319725037,1.6524568796157837,-2.2406201362609863,1.6776045560836792
C:\Users\dunnm\Downloads\Drum Sounds\90s MPC Sample Pack\90's MPC Sample Pack\Hats\Hi Hat 12.wav,hihat,0.2786394557823129,0.006185031961649656,0.00384533335454762,0.32827524038461536,4816.25109628291,2115.5464721276066,7285.6764573317305,0.11896605044603348,1.1918479204177856,1.4759280681610107,2.0,0.0032719242000044963,0.46651086594791646,0.5302171417337563,-387.0236511230469,117.41354370117188,-123.99829864501953,39.168739318847656,-84.15843200683594,35.513023376464844,-1.9556350708007812,25.302330017089844,-15.421067237854004,22.80622673034668,4.917572498321533,10.972002983093262,-1.20042085647583,8.769003868103027,10.348725318908691,7.181148529052734,-5.69860315322876,6.3156819343566895,3.2701189517974854,4.920134544372559,1.826701045036316,6.3126959800720215,13.098505973815918,5.4654951095581055,-6.92175817489624,4.250847339630127
C:\Users\dunnm\Downloads\Drum Sounds\90s MPC Sample Pack\90's MPC Sample Pack\Hats\Hi Hat 13.wav,hihat,0.16253968253968254,0.048723503947257996,0.04352274909615517,0.296142578125,4451.415482307679,2379.2429167730197,7114.031982421875,0.1688946783542633,0.3359673023223877,0.7208067178726196,1.0,0.12210306411569374,0.3475558307222606,0.5303410989943544,-153.96038818359375,89.15667724609375,-10.002859115600586,27.330474853515625,-18.858966827392578,3.9656097888946533,16.948345184326172,3.244863271713257,-12.847420692443848,6.2456841468811035,3.7191150188446045,3.6917154788970947,-1.9412118196487427,6.553596019744873,5.431247234344482,5.1092963218688965,-4.206313133239746,4.854230880737305,2.6762654781341553,2.3107118606567383,-2.119217872619629,1.4683170318603516,-1.3784219026565552,4.075253486633301,-2.0010247230529785,2.893812894821167
C:\Users\dunnm\Downloads\Drum Sounds\90s MPC Sample Pack\90's MPC Sample Pack\Hats\Hi Hat 14.wav,hihat,0.11609977324263039,0.023649541661143303,0.017872082069516182,0.3728841145833333,5447.730103010264,2643.0195068682237,8180.82275390625,0.18031473457813263,0.0889529213309288,0.19522230327129364,1.0,0.6251220410936318,0.10330289381192542,0.2715750599301843,-267.1466369628906,169.60519409179688,-18.78297996520996,13.395852088928223,13.629488945007324,13.460125923156738,13.435309410095215,2.6493043899536133,-4.791782855987549,7.281162261962891,21.529373168945312,2.42464542388916,8.07712459564209,4.119221210479736,8.511198997497559,5.5073957443237305,-1.9770997762680054,4.507688522338867,10.469749450683594,3.2479045391082764,0.36453044414520264,3.0201094150543213,4.1862640380859375,2.3458831310272217,2.7338438034057617,2.1936264038085938
C:\Users\dunnm\Downloads\Drum Sounds\90s MPC Sample Pack\90's MPC Sample Pack\Hats\Hi Hat 15.wav,hihat,0.301859410430839,0.014245683327317238,0.014209989458322525,0.5381905691964286,6511.596228972819,2100.7374735150047,8506.38427734375,0.05047858878970146,0.8838019967079163,1.2496764659881592,2.0,0.08126588252193766,0.05830887299498206,0.8604252181146425,-364.07489013671875,80.09640502929688,-111.06822967529297,46.40299987792969,10.205937385559082,21.541475296020508,20.89925193786621,5.582724571228027,3.431385040283203,5.112215995788574,20.697139739990234,5.741938591003418,7.7796125411987305,4.789649963378906,16.473217010498047,5.606961250305176,1.9263361692428589,3.432886838912964,11.997840881347656,5.795456886291504,14.850509643554688,7.6706223487854,12.299715042114258,5.05326509475708,4.518703460693359,3.611044406890869
C:\Users\dunnm\Downloads\Drum Sounds\90s MPC Sample Pack\90's MPC Sample Pack\Hats\Hi Hat 16.wav,hihat,0.18575963718820862,0.046575672924518585,0.03962100297212601,0.3331163194444444,4504.055994688739,2591.2874457384614,7377.5146484375,0.18614159524440765,0.31728410720825195,0.5328320264816284,2.0,0.19447852523678455,0.4088409167839569,0.3966805533382146,-139.80706787109375,95.368408203125,2.366785764694214,28.96868133544922,-4.684908390045166,7.187967777252197,8.446362495422363,7.500397682189941,-14.91541576385498,6.705718040466309,7.724497318267822,3.2923643589019775,-2.642300605773926,4.286647319793701,-0.7457290291786194,5.844354629516602,0.2708129286766052,4.482602596282959,3.2381985187530518,4.254772663116455,-2.8315751552581787,5.433326244354248,0.6011741757392883,2.750286102294922,0.3168555796146393,3.9457132816314697
C:\Users\dunnm\Downloads\Drum Sounds\90s MPC Sample Pack\90's MPC Sample Pack\Hats\Hi Hat 17.wav,hihat,0.13931972789115646,0.08391125500202179,0.05114874616265297,0.3604213169642857,6249.031536122884,2276.4698919790535,8454.8583984375,0.05851038545370102,1.28571617603302,2.181053400039673,1.0,0.14622748916691933,0.07188485697801139,0.7818876497099901,-211.7826690673828,107.74617767333984,-73.96314239501953,47.65273666381836,27.286102294921875,22.253692626953125,29.19466781616211,9.231402397155762,0.7548733949661255,4.720597743988037,15.798158645629883,7.008647918701172,6.662026882171631,4.99099063873291,15.581289291381836,4.064825057983398,-3.8345229625701904,5.1697235107421875,10.92578125,5.993539333343506,2.147029161453247,2.5239686965942383,6.262480735778809,3.7072911262512207,2.347348928451538,5.212209224700928
C:\Users\dunnm\Downloads\Drum Sounds\90s MPC Sample Pack\90's MPC Sample Pack\Hats\Hi Hat 18.wav,hihat,0.11609977324263039,0.04259858652949333,0.03321906924247742,0.3352864583333333,6321.716510412029,2442.6547049063643,8715.56396484375,0.07783208042383194,0.13453291356563568,0.18975061178207397,1.0,0.24329498531459287,0.0642433031194292,0.6924617052556955,-267.5133056640625,137.18751525878906,-48.69826126098633,17.597745895385742,30.4803409576416,11.783568382263184,14.724682807922363,6.624920845031738,15.42730712890625,3.766894817352295,26.54230308532715,4.750879287719727,-0.6759840846061707,1.4944015741348267,15.62112808227539,5.431737422943115,1.7380019426345825,7.275132179260254,14.360363960266113,6.590518474578857,6.4638519287109375,7.224002361297607,6.068430423736572,6.854589939117432,-2.874314069747925,3.7206525802612305
